symbol,indicator,period,usd_value
COFFEE,PCOFFROB,2005-M10,47.5947619047619
COFFEE,PCOFFROB,2005-M11,51.45181818181818
COFFEE,PCOFFROB,2005-M12,56.39363636363636
COFFEE,PCOFFROB,2006-M01,63.38863636363636
COFFEE,PCOFFROB,2006-M02,62.978
COFFEE,PCOFFROB,2006-M03,59.6
COFFEE,PCOFFROB,2006-M04,60.506
COFFEE,PCOFFROB,2006-M05,60.14521739130435
COFFEE,PCOFFROB,2006-M06,60.23
COFFEE,PCOFFROB,2006-M07,64.4947619047619
COFFEE,PCOFFROB,2006-M08,73.5895652173913
COFFEE,PCOFFROB,2006-M09,77.09761904761905
COFFEE,PCOFFROB,2006-M10,75.16590909090909
COFFEE,PCOFFROB,2006-M11,76.79090909090909
COFFEE,PCOFFROB,2006-M12,76.96428571428571
COFFEE,PCOFFROB,2007-M01,79.20652173913043
COFFEE,PCOFFROB,2007-M02,79.0755
COFFEE,PCOFFROB,2007-M03,76.99318181818182
COFFEE,PCOFFROB,2007-M04,79.51
COFFEE,PCOFFROB,2007-M05,83.91260869565217
COFFEE,PCOFFROB,2007-M06,92.68238095238095
COFFEE,PCOFFROB,2007-M07,92.51181818181818
COFFEE,PCOFFROB,2007-M08,87.4395652173913
COFFEE,PCOFFROB,2007-M09,92.7835
COFFEE,PCOFFROB,2007-M10,90.97478260869565
COFFEE,PCOFFROB,2007-M11,92.61318181818182
COFFEE,PCOFFROB,2007-M12,91.93904761904762
COFFEE,PCOFFROB,2008-M01,98.96565217391304
COFFEE,PCOFFROB,2008-M02,115.4480952380952
COFFEE,PCOFFROB,2008-M03,121.7738095238095
COFFEE,PCOFFROB,2008-M04,111.285
COFFEE,PCOFFROB,2008-M05,108.8340909090909
COFFEE,PCOFFROB,2008-M06,111.3371428571429
COFFEE,PCOFFROB,2008-M07,115.2308695652174
COFFEE,PCOFFROB,2008-M08,112.6757142857143
COFFEE,PCOFFROB,2008-M09,105.3777272727273
COFFEE,PCOFFROB,2008-M10,88.76826086956522
COFFEE,PCOFFROB,2008-M11,90.764
COFFEE,PCOFFROB,2008-M12,81.89782608695652
COFFEE,PCOFFROB,2009-M01,82.49863636363636
COFFEE,PCOFFROB,2009-M02,80.2195
COFFEE,PCOFFROB,2009-M03,76.30772727272727
COFFEE,PCOFFROB,2009-M04,75.70409090909091
COFFEE,PCOFFROB,2009-M05,75.57095238095238
COFFEE,PCOFFROB,2009-M06,73.77681818181818
COFFEE,PCOFFROB,2009-M07,71.67739130434783
COFFEE,PCOFFROB,2009-M08,72.35142857142857
COFFEE,PCOFFROB,2009-M09,73.82227272727273
COFFEE,PCOFFROB,2009-M10,73.50681818181818
COFFEE,PCOFFROB,2009-M11,69.48238095238095
COFFEE,PCOFFROB,2009-M12,69.6104347826087
COFFEE,PCOFFROB,2010-M01,69.93952380952381
COFFEE,PCOFFROB,2010-M02,67.8845
COFFEE,PCOFFROB,2010-M03,67.24739130434783
COFFEE,PCOFFROB,2010-M04,71.63636363636364
COFFEE,PCOFFROB,2010-M05,70.72380952380952
COFFEE,PCOFFROB,2010-M06,76.92181818181818
COFFEE,PCOFFROB,2010-M07,85.27318181818182
COFFEE,PCOFFROB,2010-M08,82.69636363636364
COFFEE,PCOFFROB,2010-M09,81.27818181818182
COFFEE,PCOFFROB,2010-M10,85.11952380952381
COFFEE,PCOFFROB,2010-M11,91.98909090909091
COFFEE,PCOFFROB,2010-M12,94.06260869565217
COFFEE,PCOFFROB,2011-M01,101.09
COFFEE,PCOFFROB,2011-M02,109.35
COFFEE,PCOFFROB,2011-M03,118.1291304347826
COFFEE,PCOFFROB,2011-M04,117.4
COFFEE,PCOFFROB,2011-M05,121.9831818181818
COFFEE,PCOFFROB,2011-M06,117.9540909090909
COFFEE,PCOFFROB,2011-M07,112.7304761904762
COFFEE,PCOFFROB,2011-M08,112.0665217391304
COFFEE,PCOFFROB,2011-M09,106.0572727272727
COFFEE,PCOFFROB,2011-M10,98.10380952380952
COFFEE,PCOFFROB,2011-M11,97.24090909090909
COFFEE,PCOFFROB,2011-M12,98.755
COFFEE,PCOFFROB,2012-M01,96.71772727272727
COFFEE,PCOFFROB,2012-M02,101.9809523809524
COFFEE,PCOFFROB,2012-M03,103.5709090909091
COFFEE,PCOFFROB,2012-M04,101.7971428571429
COFFEE,PCOFFROB,2012-M05,107.0886956521739
COFFEE,PCOFFROB,2012-M06,105.6961904761905
COFFEE,PCOFFROB,2012-M07,107.0622727272727
COFFEE,PCOFFROB,2012-M08,106.5208695652174
COFFEE,PCOFFROB,2012-M09,104.95
COFFEE,PCOFFROB,2012-M10,104.4669565217391
COFFEE,PCOFFROB,2012-M11,97.67181818181818
COFFEE,PCOFFROB,2012-M12,96.59857142857143
COFFEE,PCOFFROB,2013-M01,99.56217391304348
COFFEE,PCOFFROB,2013-M02,104.0325
COFFEE,PCOFFROB,2013-M03,106.0709523809524
COFFEE,PCOFFROB,2013-M04,101.6718181818182
COFFEE,PCOFFROB,2013-M05,99.17521739130435
COFFEE,PCOFFROB,2013-M06,90.7855
COFFEE,PCOFFROB,2013-M07,95.20695652173913
COFFEE,PCOFFROB,2013-M08,94.01090909090909
COFFEE,PCOFFROB,2013-M09,87.77666666666667
COFFEE,PCOFFROB,2013-M10,83.69608695652174
COFFEE,PCOFFROB,2013-M11,79.70619047619048
COFFEE,PCOFFROB,2013-M12,87.71818181818182
COFFEE,PCOFFROB,2014-M01,87.68869565217391
COFFEE,PCOFFROB,2014-M02,95.8995
COFFEE,PCOFFROB,2014-M03,105.3690476190476
COFFEE,PCOFFROB,2014-M04,105.5718181818182
COFFEE,PCOFFROB,2014-M05,102.985
COFFEE,PCOFFROB,2014-M06,98.91142857142857
COFFEE,PCOFFROB,2014-M07,101.7865217391304
COFFEE,PCOFFROB,2014-M08,100.2542857142857
COFFEE,PCOFFROB,2014-M09,100.5227272727273
COFFEE,PCOFFROB,2014-M10,104.6986956521739
COFFEE,PCOFFROB,2014-M11,103.0585
COFFEE,PCOFFROB,2014-M12,98.28652173913043
COFFEE,PCOFFROB,2015-M01,97.885
COFFEE,PCOFFROB,2015-M02,98.362
COFFEE,PCOFFROB,2015-M03,92.16090909090909
COFFEE,PCOFFROB,2015-M04,92.04090909090909
COFFEE,PCOFFROB,2015-M05,87.55714285714286
COFFEE,PCOFFROB,2015-M06,90.245
COFFEE,PCOFFROB,2015-M07,87.12086956521739
COFFEE,PCOFFROB,2015-M08,85.77666666666667
COFFEE,PCOFFROB,2015-M09,81.495
COFFEE,PCOFFROB,2015-M10,82.77909090909091
COFFEE,PCOFFROB,2015-M11,81.74095238095238
COFFEE,PCOFFROB,2015-M12,79.27478260869565
COFFEE,PCOFFROB,2016-M01,74.92571428571429
COFFEE,PCOFFROB,2016-M02,74.04142857142857
COFFEE,PCOFFROB,2016-M03,75.67913043478261
COFFEE,PCOFFROB,2016-M04,80.17714285714286
COFFEE,PCOFFROB,2016-M05,83.93318181818182
COFFEE,PCOFFROB,2016-M06,85.94045454545455
COFFEE,PCOFFROB,2016-M07,90.81571428571429
COFFEE,PCOFFROB,2016-M08,91.78652173913043
COFFEE,PCOFFROB,2016-M09,96.88272727272727
COFFEE,PCOFFROB,2016-M10,103.6466666666667
COFFEE,PCOFFROB,2016-M11,103.7190909090909
COFFEE,PCOFFROB,2016-M12,101.8545454545455
COFFEE,PCOFFROB,2017-M01,108.32
COFFEE,PCOFFROB,2017-M02,106.49
COFFEE,PCOFFROB,2017-M03,106.734347826087
COFFEE,PCOFFROB,2017-M04,103.7605
COFFEE,PCOFFROB,2017-M05,98.35913043478261
COFFEE,PCOFFROB,2017-M06,101.9290909090909
COFFEE,PCOFFROB,2017-M07,104.9380952380952
COFFEE,PCOFFROB,2017-M08,104.5165217391304
COFFEE,PCOFFROB,2017-M09,99.18428571428571
COFFEE,PCOFFROB,2017-M10,98.39136363636364
COFFEE,PCOFFROB,2017-M11,91.32772727272727
COFFEE,PCOFFROB,2017-M12,87.5647619047619
COFFEE,PCOFFROB,2018-M01,88.60739130434783
COFFEE,PCOFFROB,2018-M02,89.2025
COFFEE,PCOFFROB,2018-M03,88.14090909090909
COFFEE,PCOFFROB,2018-M04,88.30571428571429
COFFEE,PCOFFROB,2018-M05,88.7395652173913
COFFEE,PCOFFROB,2018-M06,86.06952380952381
COFFEE,PCOFFROB,2018-M07,84.41772727272727
COFFEE,PCOFFROB,2018-M08,80.7395652173913
COFFEE,PCOFFROB,2018-M09,76.7
COFFEE,PCOFFROB,2018-M10,85.31826086956522
COFFEE,PCOFFROB,2018-M11,83.51545454545455
COFFEE,PCOFFROB,2018-M12,77.53904761904762
COFFEE,PCOFFROB,2019-M01,78.20086956521739
COFFEE,PCOFFROB,2019-M02,78.6535
COFFEE,PCOFFROB,2019-M03,76.95761904761905
COFFEE,PCOFFROB,2019-M04,73.25772727272727
COFFEE,PCOFFROB,2019-M05,71.11826086956522
COFFEE,PCOFFROB,2019-M06,73.9925
COFFEE,PCOFFROB,2019-M07,73.92782608695652
COFFEE,PCOFFROB,2019-M08,70.81136363636364
COFFEE,PCOFFROB,2019-M09,70.64428571428571
COFFEE,PCOFFROB,2019-M10,68.63391304347826
COFFEE,PCOFFROB,2019-M11,73.27619047619048
COFFEE,PCOFFROB,2019-M12,73.31045454545455
COFFEE,PCOFFROB,2020-M01,70.58391304347826
COFFEE,PCOFFROB,2020-M02,68.0665
COFFEE,PCOFFROB,2020-M03,67.45681818181818
COFFEE,PCOFFROB,2020-M04,64.02272727272727
COFFEE,PCOFFROB,2020-M05,64.53714285714286
COFFEE,PCOFFROB,2020-M06,64.61681818181818
COFFEE,PCOFFROB,2020-M07,67.68652173913043
COFFEE,PCOFFROB,2020-M08,72.63857142857143
COFFEE,PCOFFROB,2020-M09,72.77318181818182
COFFEE,PCOFFROB,2020-M10,68.35772727272727
COFFEE,PCOFFROB,2020-M11,72.38238095238095
COFFEE,PCOFFROB,2020-M12,71.94608695652174
COFFEE,PCOFFROB,2021-M01,70.81380952380952
COFFEE,PCOFFROB,2021-M02,73.3715
COFFEE,PCOFFROB,2021-M03,73.8595652173913
COFFEE,PCOFFROB,2021-M04,74.465
COFFEE,PCOFFROB,2021-M05,79.68380952380952
COFFEE,PCOFFROB,2021-M06,84.92727272727273
COFFEE,PCOFFROB,2021-M07,94.08909090909091
COFFEE,PCOFFROB,2021-M08,94.88818181818182
COFFEE,PCOFFROB,2021-M09,104.5895454545455
COFFEE,PCOFFROB,2021-M10,105.3047619047619
COFFEE,PCOFFROB,2021-M11,109.4345454545455
COFFEE,PCOFFROB,2021-M12,112.4647826086957
COFFEE,PCOFFROB,2022-M01,109.712380952381
COFFEE,PCOFFROB,2022-M02,109.4265
COFFEE,PCOFFROB,2022-M03,103.9247826086957
COFFEE,PCOFFROB,2022-M04,103.96
COFFEE,PCOFFROB,2022-M05,103.155
COFFEE,PCOFFROB,2022-M06,103.8454545454545
COFFEE,PCOFFROB,2022-M07,100.4442857142857
COFFEE,PCOFFROB,2022-M08,109.6891304347826
COFFEE,PCOFFROB,2022-M09,111.3581818181818
COFFEE,PCOFFROB,2022-M10,103.0119047619048
COFFEE,PCOFFROB,2022-M11,92.595
COFFEE,PCOFFROB,2022-M12,92.435
COFFEE,PCOFFROB,2023-M01,95.97909090909091
COFFEE,PCOFFROB,2023-M02,103.963
COFFEE,PCOFFROB,2023-M03,106.4873913043478
COFFEE,PCOFFROB,2023-M04,115.5835
COFFEE,PCOFFROB,2023-M05,122.5521739130435
COFFEE,PCOFFROB,2023-M06,132.1254545454545
COFFEE,PCOFFROB,2023-M07,127.5833333333333
COFFEE,PCOFFROB,2023-M08,124.3565217391304
COFFEE,PCOFFROB,2023-M09,123.8914285714286
COFFEE,PCOFFROB,2023-M10,118.835
COFFEE,PCOFFROB,2023-M11,122.7759090909091
COFFEE,PCOFFROB,2023-M12,135.3919047619048
COFFEE,PCOFFROB,2024-M01,148.1252173913043
COFFEE,PCOFFROB,2024-M02,153.227619047619
COFFEE,PCOFFROB,2024-M03,165.8395238095238
COFFEE,PCOFFROB,2024-M04,193.675
COFFEE,PCOFFROB,2024-M05,186.4573913043478
COFFEE,PCOFFROB,2024-M06,204.327
COFFEE,PCOFFROB,2024-M07,214.5413043478261
COFFEE,PCOFFROB,2024-M08,214.6954545454545
COFFEE,PCOFFROB,2024-M09,242.4619047619048
COFFEE,PCOFFROB,2024-M10,221.895652173913
COFFEE,PCOFFROB,2024-M11,226.13
COFFEE,PCOFFROB,2024-M12,237.6218181818182
COFFEE,PCOFFROB,2025-M01,244.9391304347826
COFFEE,PCOFFROB,2025-M02,263.045
COFFEE,PCOFFROB,2025-M03,257.6842857142857
COFFEE,PCOFFROB,2025-M04,246.5490909090909
COFFEE,PCOFFROB,2025-M05,237.3031818181818
COFFEE,PCOFFROB,2025-M06,196.2138095238095
COFFEE,PCOFFROB,2025-M07,167.1678260869565
COFFEE,PCOFFROB,2025-M08,198.8609523809524
COFFEE,PCOFFROB,2025-M09,210.8413636363636
COFFEE,PCOFFROB,2025-M10,215.06
COFFEE,PCOFFROB,2025-M11,214.826
COFFEE,PCOFFROB,2025-M12,190.2381818181818
COFFEE,PCOFFROB,2026-M01,192.2890909090909
COFFEE,PCOFFROB,2026-M02,179.5945
COFFEE,PCOFFROB,2026-M03,176.7640909090909
COFFEE,PCOFFROB,2026-M04,164.645
COFFEE,PCOFFROB,2026-M05,166.512380952381
COFFEE,PCOFFROB,2026-M06,169.3904545454545
COFFEE,PCOFFROB,2026-M07,185.2304545454545
WHEAT,PWHEAMT,1992-M01,169.954772949219
WHEAT,PWHEAMT,1992-M02,177.130599975586
WHEAT,PWHEAMT,1992-M03,169.350738525391
WHEAT,PWHEAMT,1992-M04,159.931198120117
WHEAT,PWHEAMT,1992-M05,149.689117431641
WHEAT,PWHEAMT,1992-M06,148.665725708008
WHEAT,PWHEAMT,1992-M07,136.31901550293
WHEAT,PWHEAMT,1992-M08,128.168487548828
WHEAT,PWHEAMT,1992-M09,138.735794067383
WHEAT,PWHEAMT,1992-M10,140.581283569336
WHEAT,PWHEAMT,1992-M11,147.574188232422
WHEAT,PWHEAMT,1992-M12,147.827651977539
WHEAT,PWHEAMT,1993-M01,155.650772094727
WHEAT,PWHEAMT,1993-M02,148.884384155273
WHEAT,PWHEAMT,1993-M03,147.899658203125
WHEAT,PWHEAMT,1993-M04,141.992401123047
WHEAT,PWHEAMT,1993-M05,136.580810546875
WHEAT,PWHEAMT,1993-M06,121.81778717041
WHEAT,PWHEAMT,1993-M07,127.522399902344
WHEAT,PWHEAMT,1993-M08,129.797012329102
WHEAT,PWHEAMT,1993-M09,131.294311523438
WHEAT,PWHEAMT,1993-M10,135.956161499023
WHEAT,PWHEAMT,1993-M11,146.501602172852
WHEAT,PWHEAMT,1993-M12,158.645385742188
WHEAT,PWHEAMT,1994-M01,153.207977294922
WHEAT,PWHEAMT,1994-M02,147.037521362305
WHEAT,PWHEAMT,1994-M03,141.04377746582
WHEAT,PWHEAMT,1994-M04,140.452667236328
WHEAT,PWHEAMT,1994-M05,140.147354125977
WHEAT,PWHEAMT,1994-M06,139.304428100586
WHEAT,PWHEAMT,1994-M07,137.600448608398
WHEAT,PWHEAMT,1994-M08,146.024124145508
WHEAT,PWHEAMT,1994-M09,158.785140991211
WHEAT,PWHEAMT,1994-M10,167.188064575195
WHEAT,PWHEAMT,1994-M11,161.986770629883
WHEAT,PWHEAMT,1994-M12,164.62174987793
WHEAT,PWHEAMT,1995-M01,156.213088989258
WHEAT,PWHEAMT,1995-M02,154.420104980469
WHEAT,PWHEAMT,1995-M03,150.385986328125
WHEAT,PWHEAMT,1995-M04,148.978652954102
WHEAT,PWHEAMT,1995-M05,158.611557006836
WHEAT,PWHEAMT,1995-M06,169.98078918457
WHEAT,PWHEAMT,1995-M07,190.08528137207
WHEAT,PWHEAMT,1995-M08,184.393295288086
WHEAT,PWHEAMT,1995-M09,193.671279907227
WHEAT,PWHEAMT,1995-M10,203.791748046875
WHEAT,PWHEAMT,1995-M11,204.067321777344
WHEAT,PWHEAMT,1995-M12,208.924942016602
WHEAT,PWHEAMT,1996-M01,196.4283016666666
WHEAT,PWHEAMT,1996-M02,206.166963968254
WHEAT,PWHEAMT,1996-M03,205.2571207936508
WHEAT,PWHEAMT,1996-M04,239.5162157142857
WHEAT,PWHEAMT,1996-M05,248.5948682608696
WHEAT,PWHEAMT,1996-M06,215.2260275
WHEAT,PWHEAMT,1996-M07,196.3869105797102
WHEAT,PWHEAMT,1996-M08,181.4970116666666
WHEAT,PWHEAMT,1996-M09,170.9805288888889
WHEAT,PWHEAMT,1996-M10,169.5959849275363
WHEAT,PWHEAMT,1996-M11,169.2658244444445
WHEAT,PWHEAMT,1996-M12,167.8310717460317
WHEAT,PWHEAMT,1997-M01,167.7907526086957
WHEAT,PWHEAMT,1997-M02,164.1707026666667
WHEAT,PWHEAMT,1997-M03,167.7085928571428
WHEAT,PWHEAMT,1997-M04,175.5679200000001
WHEAT,PWHEAMT,1997-M05,168.402905
WHEAT,PWHEAMT,1997-M06,141.200661904762
WHEAT,PWHEAMT,1997-M07,130.408065652174
WHEAT,PWHEAMT,1997-M08,139.3459815873016
WHEAT,PWHEAMT,1997-M09,138.239695
WHEAT,PWHEAMT,1997-M10,136.2071747826087
WHEAT,PWHEAMT,1997-M11,135.3820398333332
WHEAT,PWHEAMT,1997-M12,129.7291065942029
WHEAT,PWHEAMT,1998-M01,127.3502083333333
WHEAT,PWHEAMT,1998-M02,128.308884
WHEAT,PWHEAMT,1998-M03,128.2353966666667
WHEAT,PWHEAMT,1998-M04,118.197695
WHEAT,PWHEAMT,1998-M05,118.3496006349206
WHEAT,PWHEAMT,1998-M06,112.3688133333334
WHEAT,PWHEAMT,1998-M07,106.6205353623188
WHEAT,PWHEAMT,1998-M08,97.00327999999995
WHEAT,PWHEAMT,1998-M09,97.57113666666673
WHEAT,PWHEAMT,1998-M10,112.1556682539683
WHEAT,PWHEAMT,1998-M11,115.6113226190475
WHEAT,PWHEAMT,1998-M12,111.8045874637681
WHEAT,PWHEAMT,1999-M01,111.8932134920635
WHEAT,PWHEAMT,1999-M02,104.278526
WHEAT,PWHEAMT,1999-M03,104.5756704347826
WHEAT,PWHEAMT,1999-M04,102.3311116666667
WHEAT,PWHEAMT,1999-M05,99.61033063492067
WHEAT,PWHEAMT,1999-M06,99.94277333333332
WHEAT,PWHEAMT,1999-M07,93.01396761904762
WHEAT,PWHEAMT,1999-M08,98.02208166666659
WHEAT,PWHEAMT,1999-M09,94.79866000000005
WHEAT,PWHEAMT,1999-M10,88.55223666666676
WHEAT,PWHEAMT,1999-M11,91.67544833333332
WHEAT,PWHEAMT,1999-M12,90.43734652173909
WHEAT,PWHEAMT,2000-M01,93.6228626666667
WHEAT,PWHEAMT,2000-M02,98.16682944444448
WHEAT,PWHEAMT,2000-M03,96.3962107246377
WHEAT,PWHEAMT,2000-M04,94.43122333333325
WHEAT,PWHEAMT,2000-M05,99.11204695652174
WHEAT,PWHEAMT,2000-M06,103.366615
WHEAT,PWHEAMT,2000-M07,97.12575888888886
WHEAT,PWHEAMT,2000-M08,96.6518188405797
WHEAT,PWHEAMT,2000-M09,103.4421701587302
WHEAT,PWHEAMT,2000-M10,107.775855
WHEAT,PWHEAMT,2000-M11,105.0367816666666
WHEAT,PWHEAMT,2000-M12,113.7400201666666
WHEAT,PWHEAMT,2001-M01,109.479425
WHEAT,PWHEAMT,2001-M02,103.3231906666666
WHEAT,PWHEAMT,2001-M03,105.571235
WHEAT,PWHEAMT,2001-M04,106.1542026984127
WHEAT,PWHEAMT,2001-M05,110.7741672463768
WHEAT,PWHEAMT,2001-M06,109.4261387301588
WHEAT,PWHEAMT,2001-M07,108.3437116666666
WHEAT,PWHEAMT,2001-M08,104.2242092753623
WHEAT,PWHEAMT,2001-M09,103.176216
WHEAT,PWHEAMT,2001-M10,104.8312785507247
WHEAT,PWHEAMT,2001-M11,106.8015911111111
WHEAT,PWHEAMT,2001-M12,104.3703851666666
WHEAT,PWHEAMT,2002-M01,106.1891966666667
WHEAT,PWHEAMT,2002-M02,103.837602
WHEAT,PWHEAMT,2002-M03,102.5515736666668
WHEAT,PWHEAMT,2002-M04,104.8029583333334
WHEAT,PWHEAMT,2002-M05,104.0964052173912
WHEAT,PWHEAMT,2002-M06,115.411857
WHEAT,PWHEAMT,2002-M07,132.6446366666666
WHEAT,PWHEAMT,2002-M08,149.6135300000001
WHEAT,PWHEAMT,2002-M09,173.3426217460316
WHEAT,PWHEAMT,2002-M10,180.0439666666666
WHEAT,PWHEAMT,2002-M11,164.2791839682539
WHEAT,PWHEAMT,2002-M12,149.1959883333333
WHEAT,PWHEAMT,2003-M01,140.4832855555555
WHEAT,PWHEAMT,2003-M02,141.6565043859649
WHEAT,PWHEAMT,2003-M03,129.2458475
WHEAT,PWHEAMT,2003-M04,126.0482736507937
WHEAT,PWHEAMT,2003-M05,131.0524111111111
WHEAT,PWHEAMT,2003-M06,118.1571338095238
WHEAT,PWHEAMT,2003-M07,115.7759533333333
WHEAT,PWHEAMT,2003-M08,133.4844919047619
WHEAT,PWHEAMT,2003-M09,130.6499804761905
WHEAT,PWHEAMT,2003-M10,130.0566044927537
WHEAT,PWHEAMT,2003-M11,141.3470840350877
WHEAT,PWHEAMT,2003-M12,145.0674953968254
WHEAT,PWHEAMT,2004-M01,147.2896123809525
WHEAT,PWHEAMT,2004-M02,141.7338594736842
WHEAT,PWHEAMT,2004-M03,142.548725
WHEAT,PWHEAMT,2004-M04,146.0648234920634
WHEAT,PWHEAMT,2004-M05,143.1842673684211
WHEAT,PWHEAMT,2004-M06,136.8614098412698
WHEAT,PWHEAMT,2004-M07,132.387431
WHEAT,PWHEAMT,2004-M08,122.05578
WHEAT,PWHEAMT,2004-M09,126.8207655
WHEAT,PWHEAMT,2004-M10,123.0562893650794
WHEAT,PWHEAMT,2004-M11,127.1330866666666
WHEAT,PWHEAMT,2004-M12,123.5545730434783
WHEAT,PWHEAMT,2005-M01,122.7789621666666
WHEAT,PWHEAMT,2005-M02,123.129960877193
WHEAT,PWHEAMT,2005-M03,129.9556683333334
WHEAT,PWHEAMT,2005-M04,120.0643050793651
WHEAT,PWHEAMT,2005-M05,119.1544619047619
WHEAT,PWHEAMT,2005-M06,122.4733216666667
WHEAT,PWHEAMT,2005-M07,130.1644391666666
WHEAT,PWHEAMT,2005-M08,131.558302173913
WHEAT,PWHEAMT,2005-M09,137.3863193650793
WHEAT,PWHEAMT,2005-M10,143.0728392063492
WHEAT,PWHEAMT,2005-M11,136.3539973015872
WHEAT,PWHEAMT,2005-M12,139.99337
WHEAT,PWHEAMT,2006-M01,144.5679565
WHEAT,PWHEAMT,2006-M02,158.8873501754386
WHEAT,PWHEAMT,2006-M03,155.7931466666667
WHEAT,PWHEAMT,2006-M04,161.2080028070176
WHEAT,PWHEAMT,2006-M05,176.6034233333333
WHEAT,PWHEAMT,2006-M06,176.920755
WHEAT,PWHEAMT,2006-M07,181.3483668333334
WHEAT,PWHEAMT,2006-M08,165.1293783333334
WHEAT,PWHEAMT,2006-M09,164.9423196666666
WHEAT,PWHEAMT,2006-M10,182.432305
WHEAT,PWHEAMT,2006-M11,182.3010776190477
WHEAT,PWHEAMT,2006-M12,179.5295553333334
WHEAT,PWHEAMT,2007-M01,172.5666305
WHEAT,PWHEAMT,2007-M02,175.26729
WHEAT,PWHEAMT,2007-M03,173.313195
WHEAT,PWHEAMT,2007-M04,178.5558481666666
WHEAT,PWHEAMT,2007-M05,178.0063633333333
WHEAT,PWHEAMT,2007-M06,206.5169036507937
WHEAT,PWHEAMT,2007-M07,222.0017346031745
WHEAT,PWHEAMT,2007-M08,240.686992173913
WHEAT,PWHEAMT,2007-M09,297.9524591228071
WHEAT,PWHEAMT,2007-M10,303.6304907246377
WHEAT,PWHEAMT,2007-M11,286.495618095238
WHEAT,PWHEAMT,2007-M12,339.2256959259258
WHEAT,PWHEAMT,2008-M01,336.1170650793652
WHEAT,PWHEAMT,2008-M02,393.8737348333333
WHEAT,PWHEAMT,2008-M03,403.8128966666666
WHEAT,PWHEAMT,2008-M04,326.8516166666667
WHEAT,PWHEAMT,2008-M05,288.4202863492064
WHEAT,PWHEAMT,2008-M06,314.1583500000001
WHEAT,PWHEAMT,2008-M07,299.42748
WHEAT,PWHEAMT,2008-M08,304.1640726666666
WHEAT,PWHEAMT,2008-M09,263.0496593650794
WHEAT,PWHEAMT,2008-M10,202.7749350000001
WHEAT,PWHEAMT,2008-M11,194.1146296078431
WHEAT,PWHEAMT,2008-M12,188.8449496825397
WHEAT,PWHEAMT,2009-M01,211.2760833333333
WHEAT,PWHEAMT,2009-M02,195.2249026315789
WHEAT,PWHEAMT,2009-M03,199.1005683333334
WHEAT,PWHEAMT,2009-M04,200.8876466666667
WHEAT,PWHEAMT,2009-M05,227.186091
WHEAT,PWHEAMT,2009-M06,227.3146938333333
WHEAT,PWHEAMT,2009-M07,195.3259916666666
WHEAT,PWHEAMT,2009-M08,179.5540511111111
WHEAT,PWHEAMT,2009-M09,156.9304506349206
WHEAT,PWHEAMT,2009-M10,163.7264383333332
WHEAT,PWHEAMT,2009-M11,177.6072814035088
WHEAT,PWHEAMT,2009-M12,171.1554987301588
WHEAT,PWHEAMT,2010-M01,167.8218628070175
WHEAT,PWHEAMT,2010-M02,160.1615603703704
WHEAT,PWHEAMT,2010-M03,156.4641179710145
WHEAT,PWHEAMT,2010-M04,156.8254687301588
WHEAT,PWHEAMT,2010-M05,158.3284596666667
WHEAT,PWHEAMT,2010-M06,149.21269
WHEAT,PWHEAMT,2010-M07,182.7385022222222
WHEAT,PWHEAMT,2010-M08,219.8774416666667
WHEAT,PWHEAMT,2010-M09,240.4321828333334
WHEAT,PWHEAMT,2010-M10,234.5995631746031
WHEAT,PWHEAMT,2010-M11,241.8401333333334
WHEAT,PWHEAMT,2010-M12,274.4568181666668
WHEAT,PWHEAMT,2011-M01,295.9886068333333
WHEAT,PWHEAMT,2011-M02,317.6006514035087
WHEAT,PWHEAMT,2011-M03,285.3758111111111
WHEAT,PWHEAMT,2011-M04,307.2544084210527
WHEAT,PWHEAMT,2011-M05,307.1945503174603
WHEAT,PWHEAMT,2011-M06,285.29787
WHEAT,PWHEAMT,2011-M07,271.4622093333333
WHEAT,PWHEAMT,2011-M08,288.6883083333334
WHEAT,PWHEAMT,2011-M09,272.340557936508
WHEAT,PWHEAMT,2011-M10,251.5891347619049
WHEAT,PWHEAMT,2011-M11,244.5378501587302
WHEAT,PWHEAMT,2011-M12,236.0596865
WHEAT,PWHEAMT,2012-M01,243.7023691666668
WHEAT,PWHEAMT,2012-M02,245.9804765
WHEAT,PWHEAMT,2012-M03,243.4935983333332
WHEAT,PWHEAMT,2012-M04,228.0863108333332
WHEAT,PWHEAMT,2012-M05,228.87964
WHEAT,PWHEAMT,2012-M06,241.9657934920636
WHEAT,PWHEAMT,2012-M07,310.7464380952381
WHEAT,PWHEAMT,2012-M08,315.5482191304348
WHEAT,PWHEAMT,2012-M09,316.6530515789474
WHEAT,PWHEAMT,2012-M10,318.4078349275362
WHEAT,PWHEAMT,2012-M11,319.4599361904761
WHEAT,PWHEAMT,2012-M12,303.0385561403509
WHEAT,PWHEAMT,2013-M01,288.2103225396826
WHEAT,PWHEAMT,2013-M02,271.6785887037037
WHEAT,PWHEAMT,2013-M03,263.341859
WHEAT,PWHEAMT,2013-M04,264.1702616666668
WHEAT,PWHEAMT,2013-M05,276.0451466666666
WHEAT,PWHEAMT,2013-M06,266.8508791666666
WHEAT,PWHEAMT,2013-M07,257.4728933333333
WHEAT,PWHEAMT,2013-M08,258.9259383333334
WHEAT,PWHEAMT,2013-M09,257.499616
